Timestamp,Frame Time (s),FPS,Latency (s),CPU Utilization (%),GPU Utilization (%)
1700867265.427694,0.0,5.879353553066312e-10,0.02589726448059082,18.0,0
1700867265.5955808,0.0,5.214253746929358,0.011734962463378906,68.0,0
1700867265.673064,0.0,15.675949215698733,0.011549949645996094,64.6,0
1700867265.7264,0.0,14.488747335804371,0.010719060897827148,76.1,0
1700867265.7960908,0.0,14.96357130370566,0.010833024978637695,48.4,0
1700867265.8601768,0.0,15.048882000057407,0.010878801345825195,52.2,0
1700867266.0680041,0.0,5.100902748134122,0.013139963150024414,71.4,0
1700867266.125893,0.0,14.840264656972012,0.010950088500976562,53.3,0
1700867266.1914089,0.0,15.380821937901773,0.012527704238891602,46.2,0
1700867266.2594402,0.0,14.561128700772093,0.011386871337890625,0.0,0
1700867266.329746,0.0,15.391715350967326,0.011631011962890625,0.0,0
1700867266.3872058,0.0,15.851908402716624,0.011697053909301758,0.0,0
1700867266.456432,0.0,14.303704916243793,0.01069021224975586,47.5,0
1700867266.5241148,0.0,14.617049897890196,0.010891914367675781,23.1,0
1700867266.587216,0.0,15.277013294481879,0.011933088302612305,23.5,0
1700867266.652389,0.0,15.169657098009715,0.011343002319335938,18.5,0
1700867266.688352,0.0,27.394951177296626,0.010869741439819336,28.9,0
1700867266.7570848,0.0,14.713035913482113,0.011993169784545898,14.9,0
1700867266.8205938,0.0,15.881559566677648,0.012135028839111328,22.2,0
1700867266.888482,0.0,14.772421177199854,0.011751890182495117,0.0,0
1700867266.953814,0.0,14.925127124826082,0.010779142379760742,0.0,0
1700867267.022202,0.0,14.744223488510253,0.011341094970703125,0.0,0
1700867267.085417,0.0,15.820040282733492,0.011188983917236328,0.0,0
1700867267.151476,0.0,15.251792701197074,0.011796951293945312,0.0,0
1700867267.185278,0.0,29.004245902772976,0.011120796203613281,0.0,0
1700867267.244852,0.0,16.90815273477812,0.011593103408813477,0.0,0
1700867267.2825768,0.0,27.42594094107185,0.012434959411621094,0.0,0
1700867267.345313,0.0,15.623978871534309,0.011225700378417969,0.0,0
1700867267.4162078,0.0,14.85045815689218,0.012244939804077148,0.0,0
1700867267.480097,0.0,14.991382545633906,0.012153148651123047,22.5,0
1700867267.54478,0.0,15.437773058364098,0.011970996856689453,21.3,0
1700867267.6084092,0.0,15.644608894475548,0.011751174926757812,27.1,0
1700867267.6706612,0.0,16.406879906744955,0.012623071670532227,17.9,0
1700867267.736359,0.0,14.813063086925965,0.011328935623168945,21.4,0
1700867267.7983959,0.0,15.911442586010022,0.010950088500976562,15.5,0
1700867267.8620648,0.0,15.7593510353301,0.010410070419311523,20.3,0
1700867267.924365,0.0,16.104684380279526,0.011053800582885742,18.8,0
1700867267.9887,0.0,15.481535343990728,0.010915040969848633,0.0,0
1700867268.0548632,0.0,15.379637574344194,0.011373043060302734,0.0,0
1700867268.091908,0.0,26.459147110774666,0.010805130004882812,0.0,0
1700867268.158806,0.0,15.44522020916188,0.013069868087768555,0.0,0
1700867268.2228749,0.0,15.256452786265095,0.01127314567565918,0.0,0
1700867268.257536,0.0,28.67312004375171,0.011559009552001953,0.0,0
1700867268.323601,0.0,15.219085977612076,0.012125015258789062,0.0,0
1700867268.389498,0.0,15.103669054126561,0.011602163314819336,0.0,0
1700867268.427021,0.0,26.617826431857846,0.011337995529174805,0.0,0
1700867268.4929159,0.0,15.371126804437294,0.012130022048950195,20.7,0
1700867268.557162,0.0,15.51033207602988,0.012167215347290039,18.8,0
1700867268.593513,0.0,27.07766996559048,0.011746883392333984,27.0,0
1700867268.659929,0.0,15.13402418959097,0.011714696884155273,0.0,0
1700867268.7274828,0.0,14.812853828142382,0.012144804000854492,0.0,0
1700867268.7921169,0.0,15.771854882377715,0.013296842575073242,0.0,0
1700867268.856147,0.0,15.490226058182007,0.01244497299194336,0.0,0
1700867268.897872,0.0,23.724244035431067,0.012218236923217773,0.0,0
1700867268.963188,0.0,15.272285032861799,0.012057065963745117,0.0,0
1700867269.0274282,0.0,15.755503132841495,0.012754201889038086,0.0,0
1700867269.091677,0.0,15.472683139170275,0.012355804443359375,0.0,0
1700867269.1592891,0.0,14.693140895396903,0.011785268783569336,0.0,0
1700867269.2242079,0.0,15.367803962949935,0.01183629035949707,0.0,0
1700867269.260952,0.0,27.984600911401863,0.012240171432495117,0.0,0
1700867269.325537,0.0,15.302708244402366,0.012285947799682617,0.0,0
1700867269.3903291,0.0,15.307343634810916,0.011827945709228516,0.0,0
1700867269.427433,0.0,27.28748015718115,0.01207113265991211,0.0,0
1700867269.491817,0.0,15.558084498683186,0.011989116668701172,0.0,0
1700867269.528979,0.0,27.030031191194286,0.012223958969116211,21.2,0
1700867269.594487,0.0,15.248576684529306,0.012240171432495117,24.2,0
1700867269.658634,0.0,15.621767582526044,0.01198577880859375,16.4,0
1700867269.723935,0.0,15.189269055827562,0.01201629638671875,0.0,0
1700867269.791028,0.0,14.996099294583704,0.012591123580932617,0.0,0
1700867269.857996,0.0,14.908469202415608,0.012498140335083008,0.0,0
1700867269.923892,0.0,15.04299891328128,0.012155294418334961,0.0,0
1700867269.991678,0.0,14.946135096996736,0.0123748779296875,0.0,0
1700867270.028367,0.0,26.786116166938086,0.011701583862304688,0.0,0
1700867270.095159,0.0,15.071106463864664,0.01172780990600586,0.0,0
1700867270.1605859,0.0,15.321882328874212,0.011494874954223633,0.0,0
1700867270.224888,0.0,15.497437602763767,0.011681079864501953,0.0,0
1700867270.259115,0.0,28.54355400696864,0.01112508773803711,0.0,0
1700867270.32482,0.0,15.190479294784039,0.010971784591674805,0.0,0
1700867270.390482,0.0,14.967095473441933,0.010344982147216797,0.0,0
1700867270.42681,0.0,27.77556007337408,0.010521173477172852,0.0,0
1700867270.461142,0.0,29.415134301143137,0.01080322265625,0.0,0
1700867270.523359,0.0,15.96328026580703,0.01055002212524414,0.0,0
1700867270.5896902,0.0,15.594063234288093,0.01218104362487793,21.6,0
1700867270.654314,0.0,15.03388651923008,0.010617971420288086,19.4,0
1700867270.694137,0.0,25.539673744268605,0.01112985610961914,17.6,0
1700867270.75825,0.0,15.592845804103513,0.011074066162109375,21.4,0
1700867270.826781,0.0,14.942301389383683,0.01267099380493164,0.0,0
1700867270.892894,0.0,15.089812776122839,0.01255488395690918,0.0,0
1700867270.9583528,0.0,14.945016729081521,0.01155400276184082,0.0,0
1700867271.027009,0.0,14.760983712713093,0.012386798858642578,0.0,0
1700867271.092188,0.0,15.256230812879195,0.011806011199951172,0.0,0
1700867271.160293,0.0,15.006669147322324,0.013015031814575195,0.0,0
1700867271.224927,0.0,15.048935994632433,0.011328935623168945,0.0,0
1700867271.2599192,0.0,28.828416682704205,0.011937141418457031,0.0,0
1700867271.3256278,0.0,15.472169451135613,0.01232290267944336,0.0,0
1700867271.360696,0.0,28.157061244218287,0.012319087982177734,0.0,0
1700867271.424853,0.0,15.75674609584847,0.011980056762695312,0.0,0
1700867271.492498,0.0,14.568765912809095,0.011736154556274414,0.0,0
1700867271.5576088,0.0,15.421425918912858,0.012314796447753906,0.0,0
1700867271.6286788,0.0,14.801405925779541,0.011578798294067383,24.5,0
1700867271.694378,0.0,14.8440461781298,0.013868093490600586,34.7,0
1700867271.75719,0.0,15.311143397411094,0.01157999038696289,24.6,0
1700867271.793104,0.0,27.795623533777782,0.011330127716064453,37.1,0
1700867271.857342,0.0,15.631024253536664,0.011751890182495117,25.0,0
1700867271.8939672,0.0,27.607545778866026,0.012130022048950195,23.5,0
1700867271.970148,0.0,14.917642372423211,0.01178288459777832,26.8,0
1700867272.025849,0.0,15.312988079808692,0.011542081832885742,34.4,0
1700867272.093117,0.0,14.824895819710664,0.011330127716064453,0.0,0
1700867272.1572711,0.0,15.333701354488456,0.010577201843261719,0.0,0
1700867272.193648,0.0,28.50204542056837,0.01176905632019043,0.0,0
1700867272.262939,0.0,15.476793871722398,0.01467275619506836,0.0,0
1700867272.3009222,0.0,23.450993547809947,0.011633872985839844,0.0,0
1700867272.367411,0.0,15.500473036896878,0.013075113296508789,0.0,0
1700867272.4316318,0.0,15.302764075771286,0.012324810028076172,0.0,0
1700867272.497,0.0,15.219085977612076,0.012526273727416992,0.0,0
1700867272.560213,0.0,15.545571464046523,0.011799097061157227,0.0,0
1700867272.626101,0.0,15.404490998170987,0.012125015258789062,27.9,0
1700867272.693561,0.0,14.668578503032126,0.011414051055908203,20.3,0
1700867272.759915,0.0,15.012953729521547,0.011091947555541992,19.7,0
1700867272.8241081,0.0,15.641166774811865,0.01158905029296875,21.5,0
1700867272.857725,0.0,28.88420298737699,0.010812759399414062,32.4,0
1700867272.895743,0.0,26.956374199850895,0.011488914489746094,22.2,0
1700867272.961199,0.0,15.199396996579114,0.010892152786254883,24.6,0
1700867273.0289578,0.0,15.010965728519484,0.011907100677490234,0.0,0
1700867273.09378,0.0,15.163240663750408,0.011535882949829102,0.0,0
1700867273.12715,0.0,30.40077699739793,0.011584997177124023,0.0,0
1700867273.165538,0.0,26.406673592092424,0.01195073127746582,0.0,0
1700867273.233087,0.0,15.585776872740245,0.01217794418334961,0.0,0
1700867273.2942011,0.0,15.295174747651554,0.011444091796875,0.0,0
1700867273.362853,0.0,14.893857882981255,0.012672185897827148,0.0,0
1700867273.425718,0.0,15.542460748311168,0.011649131774902344,0.0,0
1700867273.491261,0.0,15.205844073449708,0.011087894439697266,0.0,0
1700867273.525485,0.0,29.35728034380665,0.011098861694335938,0.0,0
1700867273.563537,0.0,27.071028869798692,0.012356281280517578,0.0,0
1700867273.627143,0.0,15.572178536157953,0.011435985565185547,24.7,0
1700867273.6953301,0.0,15.216546159678712,0.012222051620483398,19.1,0
1700867273.756704,0.0,15.461902848485073,0.010875225067138672,32.3,0
1700867273.791258,0.0,29.35317129840228,0.011439800262451172,30.3,0
1700867273.826463,0.0,27.95792617082828,0.010694026947021484,33.3,0
1700867273.890527,0.0,15.753727811539877,0.011366844177246094,15.9,0
1700867273.9260259,0.0,28.594342902722197,0.012113094329833984,0.0,0
1700867273.961518,0.0,27.906399909513702,0.01162862777709961,0.0,0
1700867274.025725,0.0,15.46526651131235,0.011404037475585938,0.0,0
1700867274.0914729,0.0,15.393184036876372,0.012234926223754883,0.0,0
1700867274.1257842,0.0,29.066354356518666,0.011820793151855469,0.0,0
1700867274.1633852,0.0,27.1186370542786,0.012228250503540039,0.0,0
1700867274.228191,0.0,15.606422206098491,0.01218104362487793,0.0,0
1700867274.265755,0.0,27.394414400292604,0.013773918151855469,0.0,0
1700867274.303509,0.0,25.371127160986706,0.012410163879394531,0.0,0
1700867274.367179,0.0,15.449714713000173,0.011546134948730469,0.0,0
1700867274.432652,0.0,15.418761441920992,0.012233972549438477,0.0,0
1700867274.5006359,0.0,15.623571481784996,0.012787103652954102,0.0,0
1700867274.5603452,0.0,15.396687419241161,0.011293888092041016,0.0,0
1700867274.6256409,0.0,15.398100524613515,0.011538028717041016,0.0,0
1700867274.691972,0.0,15.245251197650497,0.01209712028503418,25.8,0
1700867274.765276,0.0,14.893593449282362,0.014399051666259766,26.5,0
1700867274.829053,0.0,14.286944436874949,0.011958122253417969,32.8,0
1700867274.894769,0.0,15.205017219503354,0.011680841445922852,25.8,0
1700867274.930738,0.0,27.384398422605834,0.011802196502685547,31.4,0
1700867274.9966762,0.0,15.374225662905863,0.012392044067382812,26.5,0
1700867275.0612721,0.0,15.377269394339345,0.012068033218383789,18.5,0
1700867275.0974789,0.0,26.76372546517267,0.011018991470336914,30.6,0
1700867275.131865,0.0,30.016560154008,0.012292861938476562,0.0,0
1700867275.197304,0.0,15.631548544105426,0.01147007942199707,0.0,0
1700867275.2619011,0.0,15.135444106842572,0.01166081428527832,0.0,0
1700867275.327662,0.0,15.572756705379154,0.011386871337890625,0.0,0
1700867275.369727,0.0,26.431801567895945,0.011998891830444336,0.0,0
1700867275.427896,0.0,15.593367536619823,0.011682987213134766,0.0,0
1700867275.493572,0.0,15.316287256341155,0.011809825897216797,0.0,0
1700867275.5288901,0.0,28.338168624880918,0.011848926544189453,0.0,0
1700867275.591742,0.0,15.752248682713217,0.011681079864501953,0.0,0
1700867275.627933,0.0,28.735588714870993,0.012428045272827148,0.0,0
1700867275.698334,0.0,14.360169680120789,0.013115167617797852,24.4,0
1700867275.763644,0.0,15.165762716767185,0.012831926345825195,35.5,0
1700867275.827154,0.0,15.59847076149532,0.012475967407226562,28.4,0
1700867275.892292,0.0,15.233678735776211,0.012111663818359375,14.5,0
1700867275.9590132,0.0,14.905820098298785,0.011653900146484375,22.9,0
1700867275.9955,0.0,28.133264469739146,0.012580156326293945,0.0,0
1700867276.0616572,0.0,14.76430914799848,0.011074066162109375,0.0,0
1700867276.1303968,0.0,15.578714347795405,0.014906883239746094,0.0,0
1700867276.1976168,0.0,13.88851581798555,0.010673046112060547,0.0,0
1700867276.265027,0.0,16.039526114922484,0.011884927749633789,0.0,0
1700867276.332597,0.0,14.050422420088571,0.012099027633666992,0.0,0
1700867276.396087,0.0,15.943195554170247,0.012069225311279297,0.0,0
1700867276.432348,0.0,27.335675228269583,0.012274980545043945,0.0,0
1700867276.496852,0.0,15.60084954119568,0.012660026550292969,0.0,0
1700867276.561414,0.0,15.264892563908461,0.012026786804199219,0.0,0
1700867276.626498,0.0,15.527213226420264,0.012619972229003906,0.0,0
1700867276.69355,0.0,14.840527200353826,0.01256704330444336,0.0,0
1700867276.730793,0.0,26.90277474888715,0.012538909912109375,23.9,0
1700867276.795048,0.0,15.513487322693395,0.012524127960205078,22.7,0
1700867276.832009,0.0,27.40766104264412,0.012667179107666016,34.2,0
1700867276.8976882,0.0,15.351323653745503,0.012687206268310547,26.2,0
1700867276.9368498,0.0,25.15158820107819,0.012286901473999023,31.7,0
1700867277.000122,0.0,15.823322807851481,0.0123748779296875,22.2,0
1700867277.0730722,0.0,14.023879658823805,0.012454748153686523,22.7,0
1700867277.187165,0.0,9.293929691221928,0.011675834655761719,40.4,0
1700867277.242559,0.0,15.602358411606064,0.011749029159545898,35.0,0
1700867277.307414,0.0,15.369662324337199,0.011851787567138672,29.0,0
1700867277.372848,0.0,15.396461346450334,0.012096166610717773,0.0,0
1700867277.439052,0.0,15.026507647056716,0.011411905288696289,0.0,0
1700867277.504391,0.0,15.32736946734491,0.012109041213989258,0.0,0
1700867277.56808,0.0,15.597136641689753,0.011200904846191406,0.0,0
1700867277.637258,0.0,15.775117439756883,0.012151956558227539,0.0,0
1700867277.696418,0.0,15.57009748238561,0.012124061584472656,0.0,0
1700867277.73191,0.0,27.66381078638939,0.011279821395874023,28.9,0
1700867277.7962391,0.0,15.616532815053931,0.011298656463623047,30.3,0
1700867277.8682601,0.0,13.875972223600677,0.011652946472167969,23.6,0
1700867277.9341938,0.0,15.168285608893454,0.011903047561645508,25.0,0
1700867277.997737,0.0,15.589136712840965,0.011229276657104492,20.3,0
1700867278.0626318,0.0,15.577846446398858,0.012367010116577148,19.0,0
1700867278.126814,0.0,15.45016999848972,0.01192784309387207,20.6,0
1700867278.163122,0.0,27.762323023054165,0.011654138565063477,25.0,0
1700867278.199622,0.0,27.661803888463872,0.011951208114624023,0.0,0
1700867278.264559,0.0,15.473139779392778,0.012597084045410156,0.0,0
1700867278.328244,0.0,15.557911370102339,0.011416912078857422,0.0,0
1700867278.3685,0.0,25.167434715821813,0.012605905532836914,0.0,0
1700867278.43594,0.0,14.95082341199116,0.01326894760131836,0.0,0
1700867278.495778,0.0,16.37677119084154,0.01212000846862793,0.0,0
1700867278.533358,0.0,26.957933503441804,0.012105941772460938,0.0,0
1700867278.597736,0.0,15.393071051086318,0.011547088623046875,0.0,0
1700867278.662623,0.0,15.416494527063286,0.011629819869995117,0.0,0
1700867278.7294579,0.0,15.239656569400086,0.011282205581665039,0.0,0
1700867278.7661262,0.0,26.724333692265542,0.012136220932006836,24.3,0
1700867278.8298619,0.0,15.561836564326128,0.011491775512695312,16.4,0
1700867278.8665411,0.0,27.464192405660068,0.011754989624023438,0.0,0
1700867278.9307399,0.0,15.360037500091552,0.010947227478027344,0.0,0
1700867278.995532,0.0,15.531813098509144,0.011234045028686523,0.0,0
1700867279.030781,0.0,27.760853018459564,0.010563850402832031,0.0,0
1700867279.096332,0.0,15.315560197035701,0.011141061782836914,0.0,0
1700867279.131402,0.0,28.58284608360251,0.010868072509765625,0.0,0
1700867279.196862,0.0,15.52284587086698,0.01114964485168457,0.0,0
1700867279.233717,0.0,26.934735841665542,0.010706186294555664,0.0,0
1700867279.297247,0.0,15.636501912480707,0.010925054550170898,0.0,0
1700867279.364233,0.0,15.251071751928063,0.01221609115600586,0.0,0
1700867279.431071,0.0,14.671605819245205,0.011240959167480469,0.0,0
1700867279.499892,0.0,14.772993515710578,0.01158285140991211,0.0,0
1700867279.562749,0.0,15.49955655412996,0.010596990585327148,0.0,0
1700867279.629452,0.0,14.946561185945406,0.010726213455200195,0.0,0
1700867279.698648,0.0,14.487496200502916,0.01067495346069336,0.0,0
1700867279.7639601,0.0,15.379468394439739,0.011172056198120117,0.0,0
1700867279.804502,0.0,25.109127589902002,0.011572122573852539,22.1,0
1700867279.8702211,0.0,15.324513425332208,0.012224674224853516,32.8,0
1700867279.937282,0.0,15.061797732634762,0.01275181770324707,18.2,0
1700867280.002194,0.0,15.143258416824624,0.012069225311279297,0.0,0
1700867280.036986,0.0,28.501270708470937,0.011503934860229492,0.0,0
1700867280.105815,0.0,14.701587123548876,0.012312173843383789,0.0,0
1700867280.1678798,0.0,15.816043409893926,0.011414051055908203,0.0,0
1700867280.2320058,0.0,15.893475204716921,0.012700080871582031,0.0,0
1700867280.295713,0.0,15.659678689969049,0.012336254119873047,0.0,0
1700867280.332541,0.0,27.024806381361064,0.011903047561645508,0.0,0
